year,Base case diesel consumed,Modeled non-residential ashp
2017,80763.7294229,56534.6105961
2018,80763.7294229,56534.6105961
2019,80763.7294229,56534.6105961
2020,80763.7294229,56534.6105961
2021,80763.7294229,56534.6105961
2022,80763.7294229,56534.6105961
2023,80763.7294229,56534.6105961
2024,80763.7294229,56534.6105961
2025,80763.7294229,56534.6105961
2026,80763.7294229,56534.6105961
2027,80763.7294229,56534.6105961
2028,80763.7294229,56534.6105961
2029,80763.7294229,56534.6105961
2030,80763.7294229,56534.6105961
2031,80763.7294229,56534.6105961
