year,Base case cost,Modeled non-residential energy efficiency
2017,549791.455466,540100.550945
2018,572174.126773,562333.341518
2019,603656.982453,593610.111188
2020,618572.758487,608427.52799
2021,629324.246471,619113.443153
2022,636809.156255,626542.147661
2023,642588.718894,632288.92389
2024,647560.644239,637228.062824
2025,652532.569584,642167.201758
2026,659155.79854,648748.276757
2027,664953.37569,654508.383724
2028,669117.663741,658639.885364
2029,675740.892697,665220.960363
2030,679869.151725,669325.800527
2031,686510.395192,675920.206264
