year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,235332.01,5190.25,60078.46,28703.67
2018,235635.37,5194.15,60078.46,29672.66
2019,235938.74,5198.17,60078.46,30641.65
2020,236317.94,5202.26,60078.46,31610.64
2021,236621.3,5206.42,60078.46,32579.63
2022,236924.66,5210.64,60078.46,33548.62
2023,237303.86,5214.94,60078.46,33548.62
2024,237607.22,5219.28,60078.46,34517.61
2025,237910.58,5223.64,60078.46,35486.6
2026,238289.78,5227.99,60078.46,36455.58
2027,238593.14,5232.34,60078.46,37424.57
2028,238972.34,5236.7,60078.46,38393.56
2029,239275.7,5241.15,60078.46,39362.55
2030,239654.9,5245.62,60078.46,40331.54
2031,240034.1,5250.12,60078.46,41300.53
2032,240337.46,,,42269.52
2033,240716.67,,,43238.51
2034,241095.87,,,44207.5
2035,241475.07,,,45176.49
2036,241854.27,,,46145.48
