year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,25900.12,299800.64,179261.45,43135.64,222612.6,115828.92
2018,27633.69,319626.54,195105.0,45201.66,233002.22,124602.44
2019,30046.22,347262.63,215571.5,48068.92,247484.72,135924.19
2020,31162.35,359879.1,229026.81,49413.45,254096.3,143227.93
2021,31968.21,368890.87,240934.32,50394.26,258818.85,149630.68
2022,32567.32,375499.5,251790.57,51132.89,262282.06,155423.68
2023,32959.21,379704.99,254138.98,51628.46,264485.92,156729.65
2024,33352.0,383910.49,263895.54,52125.85,266689.77,161890.15
2025,33745.51,388115.98,273787.76,52624.64,268893.63,167114.35
2026,34244.15,393523.04,284544.75,53247.82,271727.17,172802.69
2027,34691.22,398329.32,295101.92,53810.61,274245.86,178368.17
2028,35086.71,402534.81,305430.18,54313.01,276449.72,183797.14
2029,35535.79,407341.08,316287.73,54879.84,278968.42,189503.68
2030,35828.38,410345.01,326090.37,55262.31,280542.6,194627.78
2031,36384.15,416352.85,338054.94,55956.62,283690.97,200912.22
2032,,,349790.61,,,207060.16
2033,,,362133.08,,,213522.07
2034,,,374669.35,,,220074.99
2035,,,385592.36,,,225754.23
2036,,,398477.47,,,232470.96
