year,Base case diesel consumed,Modeled residential ashp
2017,36619.7059247,7916.03487952
2018,37855.9275162,9152.256471
2019,39092.1491077,10388.4780625
2020,40328.3706992,11624.699654
2021,41564.5922907,12860.9212454
2022,42800.8138821,14097.1428369
2023,42800.8138821,14097.1428369
2024,44037.0354736,15333.3644284
2025,45273.2570651,16569.5860199
2026,46509.4786566,17805.8076113
2027,47745.700248,19042.0292028
2028,48981.9218395,20278.2507943
2029,50218.143431,21514.4723858
2030,51454.3650225,22750.6939772
2031,52690.5866139,23986.9155687
