year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,140486.77,5749.44,54380.73,90150.74
2018,140486.77,5756.3,54380.73,90839.57
2019,140413.56,5760.09,54380.73,91528.39
2020,140413.56,5764.34,54380.73,91528.39
2021,140340.35,5769.74,54380.73,92217.22
2022,140340.35,5774.46,54380.73,92906.04
2023,140340.35,5779.81,54380.73,92906.04
2024,140267.14,5784.63,54380.73,93594.86
2025,140267.14,5789.6,54380.73,94283.69
2026,140267.14,5794.22,54380.73,94283.69
2027,140193.94,5799.76,54380.73,94972.51
2028,140193.94,5805.75,54380.73,95661.33
2029,140193.94,5805.21,54380.73,95661.33
2030,140193.94,5806.62,54380.73,95661.33
2031,140120.73,5811.0,54380.73,96350.16
2032,140120.73,,,97038.98
2033,140047.52,,,97727.81
2034,139974.31,,,99105.45
2035,139901.1,,,99794.28
2036,139901.1,,,100483.1
