year,annotation,diesel generation efficiency
2002,,13.14
2003,,13.28
2004,,13.29
2005,,13.25
2006,,12.68
2007,,13.06
2008,,13.2
2009,,14.08
2010,,14.38
2011,,14.81
2012,,14.41
2013,,13.14
2014,,13.68
2015,,14.16
2016,start of forecast,13.66
2017,,13.66
2018,,13.66
2019,,13.66
2020,,13.66
2021,,13.66
2022,,13.66
2023,,13.66
2024,,13.66
2025,,13.66
2026,,13.66
2027,,13.66
2028,,13.66
2029,,13.66
2030,,13.66
2031,,13.66
2032,,13.66
2033,,13.66
2034,,13.66
2035,,13.66
2036,,13.66
2037,,13.66
2038,,13.66
2039,,13.66
2040,,13.66
