year,annotation,Average Load
2003,,200.0
2004,,202.0
2005,,194.0
2006,,192.0
2007,,187.0
2008,,190.0
2009,,196.0
2010,,208.0
2011,,212.0
2012,,190.0
2013,,182.0
2014,,181.0
2015,,179.0
2016,start of forecast,191.0
2017,,191.0
2018,,191.0
2019,,191.0
2020,,191.0
2021,,191.0
2022,,191.0
2023,,191.0
2024,,191.0
2025,,191.0
2026,,191.0
2027,,191.0
2028,,191.0
2029,,191.0
2030,,191.0
2031,,190.0
2032,,190.0
2033,,190.0
2034,,190.0
2035,,190.0
2036,,190.0
2037,,190.0
2038,,190.0
2039,,190.0
2040,,190.0
