year,Base case cost,Modeled residential energy efficiency
2017,769460.719638,807860.556325
2018,819730.221307,852421.946126
2019,890869.248264,916239.814404
2020,921259.796555,942258.222048
2021,949291.01641,966652.823881
2022,970771.834341,985093.234702
2023,982748.311207,994347.950661
2024,999344.529538,1008401.7905
2025,1016076.1167,1022631.14093
2026,1029944.01062,1033759.44452
2027,1048645.97998,1049898.38299
2028,1065749.83145,1064614.86575
2029,1079798.21714,1076035.83692
2030,1086822.40999,1081021.37733
2031,1109498.98597,1101002.73199
2032,1130600.00552,1119580.80889
2033,1153671.40727,1140024.1952
2034,1184111.30349,1167868.50223
2035,1202219.14048,1183827.24808
2036,1225967.38641,1205042.49517
