year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,54381.0,40210.1804922
2018,54381.0,40210.1804922
2019,54381.0,40210.1804922
2020,54381.0,40210.1804922
2021,54381.0,40210.1804922
2022,54381.0,40210.1804922
2023,54381.0,40210.1804922
2024,54381.0,40210.1804922
2025,54381.0,40210.1804922
2026,54381.0,40210.1804922
2027,54381.0,40210.1804922
2028,54381.0,40210.1804922
2029,54381.0,40210.1804922
2030,54381.0,40210.1804922
2031,54381.0,40210.1804922
2032,,
2033,,
2034,,
2035,,
2036,,
