year,Base case diesel consumed,Modeled diesel efficiency
2019,140413.559992,127648.690901
2020,140413.559992,127648.690901
2021,140340.35167,127582.137882
2022,140340.35167,127582.137882
2023,140340.35167,127582.137882
2024,140267.143349,127515.584863
2025,140267.143349,127515.584863
2026,140267.143349,127515.584863
2027,140193.935028,127449.031844
2028,140193.935028,127449.031844
2029,140193.935028,127449.031844
2030,140193.935028,127449.031844
2031,140120.726707,127382.478825
2032,140120.726707,127382.478825
2033,140047.518386,127315.925805
2034,139974.310065,127249.372786
2035,139901.101743,127182.819767
2036,139901.101743,127182.819767
2037,139827.893422,127116.266748
2038,139754.685101,127049.713728
