year,Base case cost,Modeled diesel efficiency
2019,366479.391578,584920.112983
2020,391753.832377,601996.321961
2021,409793.826878,612634.055843
2022,422424.458528,618489.240127
2023,432248.283145,621924.669357
2024,440438.830117,624004.097284
2025,448854.858718,626414.286422
2026,460076.230186,631497.617246
2027,469649.682344,635202.790755
2028,478061.318446,637968.907625
2029,489276.833248,643398.399498
2030,494884.590649,643841.643326
2031,507237.030679,650525.511724
2032,518446.688816,656277.025552
2033,530780.094682,663154.169235
2034,543100.323051,670120.935991
2035,551210.340869,673359.459858
2036,563801.440026,680768.589799
2037,570497.805163,682913.495425
2038,584174.583723,691496.63845
