year,Base case cost,Modeled water and wastewater efficiency
2017,41535.015621,49047.3472954
2018,44359.9705492,50557.3403495
2019,48399.817955,52920.496876
2020,50288.4558364,53801.1804494
2021,51675.5395355,54344.0958811
2022,52646.3518194,54607.865604
2023,53418.3956796,54743.4352241
2024,54083.4667895,54814.0773994
2025,54751.0156824,54895.6478532
2026,55623.0594807,55128.0393553
2027,56402.1641287,55304.8545337
2028,57083.450529,55422.41531
2029,57907.094879,55645.9679434
2030,58336.133661,55604.1711165
2031,59314.6906044,55952.2210267
