year,Base case diesel consumed,Modeled non-residential ashp
2017,54380.731667,38066.5121669
2018,54380.731667,38066.5121669
2019,54380.731667,38066.5121669
2020,54380.731667,38066.5121669
2021,54380.731667,38066.5121669
2022,54380.731667,38066.5121669
2023,54380.731667,38066.5121669
2024,54380.731667,38066.5121669
2025,54380.731667,38066.5121669
2026,54380.731667,38066.5121669
2027,54380.731667,38066.5121669
2028,54380.731667,38066.5121669
2029,54380.731667,38066.5121669
2030,54380.731667,38066.5121669
2031,54380.731667,38066.5121669
