year,Base case diesel consumed,Modeled residential ashp
2017,136811.683126,46660.9382818
2018,137857.03367,47706.2888259
2019,138902.384214,48751.63937
2020,138902.384214,48751.63937
2021,139947.734758,49796.9899141
2022,140993.085302,50842.3404582
2023,140993.085302,50842.3404582
2024,142038.435846,51887.6910023
2025,143083.786391,52933.0415464
2026,143083.786391,52933.0415464
2027,144129.136935,53978.3920905
2028,145174.487479,55023.7426346
2029,145174.487479,55023.7426346
2030,145174.487479,55023.7426346
2031,146219.838023,56069.0931787
