year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,1324592.61,1877.0,425916.54,309268.32
2018,1324720.84,1877.0,425916.54,310944.93
2019,1324849.06,1877.0,425916.54,310944.93
2020,1324977.28,1877.0,425916.54,310944.93
2021,1324913.17,1877.0,425916.54,310944.93
2022,1324913.17,1877.0,425916.54,310944.93
2023,1325105.5,1877.0,425916.54,310944.93
2024,1325233.72,1877.0,425916.54,310944.93
2025,1325297.83,1877.0,425916.54,310944.93
2026,1325041.39,1877.0,425916.54,310944.93
2027,1324464.39,1877.0,425916.54,309268.32
2028,1323695.06,1877.0,425916.54,307591.7
2029,1323053.96,1877.0,425916.54,307591.7
2030,1322092.29,1877.0,425916.54,305915.09
2031,1320874.19,1877.0,425916.54,302561.86
2032,1319335.53,1877.0,425916.54,299208.63
2033,1317604.54,1877.0,425916.54,295855.39
2034,1315809.44,1877.0,425916.54,292502.16
2035,1313886.12,1877.0,425916.54,289148.93
2036,1311962.79,1877.0,425916.54,285795.7
2037,1310039.47,1877.0,425916.54,282442.47
2038,1307987.93,1877.0,425916.54,277412.62
2039,1305872.27,1877.0,425916.54,274059.39
2040,1303628.39,1877.0,425916.54,269029.55
