year,Base case cost,Modeled diesel efficiency
2019,5237790.74979,5636467.19417
2020,5521842.81142,5874192.29639
2021,5718987.69189,6033391.43388
2022,5864728.14043,6146328.56997
2023,5966950.07021,6220161.71736
2024,6050354.55945,6277335.66021
2025,6150707.24357,6350354.12307
2026,6269433.33704,6440502.51155
2027,6369349.26654,6513967.57326
2028,6448380.50373,6568853.60435
2029,6558378.46083,6652288.71171
2030,6623021.35001,6694880.13542
2031,6739100.11747,6784610.54618
2032,6856586.75742,6875991.0537
2033,6969469.21834,6963547.4798
2034,7088923.35371,7057431.21777
2035,7160022.38974,7107700.56187
2036,7282705.46403,7205201.19269
2037,7351286.48547,7253846.95407
2038,7469919.04133,7348315.21865
