year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,11935.37,1114755.72,329271.83,47105.66,480685.2,340783.5
2018,12686.58,1178967.51,357078.45,48948.99,497996.71,358326.06
2019,13706.54,1268864.02,392975.05,51449.33,522232.83,381290.75
2020,14216.51,1309959.56,416657.25,52687.58,533312.2,395023.16
2021,14606.35,1340781.22,438054.76,53630.49,541621.73,406909.13
2022,14884.82,1361328.99,450457.99,54298.83,547161.42,413965.84
2023,15107.34,1376739.82,468017.66,54829.16,551316.18,422942.91
2024,15298.95,1389582.18,478469.55,55283.93,554778.48,428534.18
2025,15501.84,1402424.54,495652.63,55762.51,558240.78,437115.58
2026,15791.2,1422972.31,515543.77,56450.42,563780.47,447418.87
2027,16018.9,1435814.67,533224.12,56980.72,567242.77,456168.79
2028,16230.35,1448657.03,551120.67,57475.07,570705.08,464991.98
2029,16518.03,1466636.33,577917.73,58147.91,575552.3,478076.56
2030,16729.56,1476910.21,595416.07,58632.48,578322.14,486496.76
2031,17001.54,1494889.51,615935.96,59269.33,583169.37,496745.09
2032,17275.6,1512868.82,636758.53,59909.55,588016.59,507096.01
2033,17581.14,1533416.59,658876.56,60623.72,593556.28,518154.0
2034,17859.21,1551395.89,680326.12,61270.18,598403.5,528717.4
2035,18079.78,1564238.25,700006.34,61777.38,601865.8,538145.09
2036,18391.05,1584786.02,723075.65,62500.29,607405.49,549525.47
2037,18598.36,1595059.91,742173.89,62969.17,610175.33,558487.88
2038,18912.37,1615607.68,765848.58,63695.61,615715.01,570073.43
2039,19170.39,1631018.51,787624.2,64286.4,619869.78,580479.3
2040,19521.87,1654134.75,813091.6,65097.5,626101.92,592940.45
