year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,256847.156498,190066.895809
2018,256847.156498,190066.895809
2019,256847.156498,190066.895809
2020,256847.156498,190066.895809
2021,256847.156498,190066.895809
2022,256847.156498,190066.895809
2023,256847.156498,190066.895809
2024,256847.156498,190066.895809
2025,256847.156498,190066.895809
2026,256847.156498,190066.895809
2027,256847.156498,190066.895809
2028,256847.156498,190066.895809
2029,256847.156498,190066.895809
2030,256847.156498,190066.895809
2031,256847.156498,190066.895809
