year,Base case cost,Modeled non-residential energy efficiency
2017,94989.1647879,97611.3330328
2018,100522.245481,102801.663802
2019,107636.206371,109474.946219
2020,110956.054787,112589.14468
2021,113327.375084,114813.572153
2022,114908.255282,116296.523801
2023,116172.95944,117482.88512
2024,117121.487559,118372.656108
2025,118228.103697,119410.722262
2026,119650.895875,120745.378746
2027,120757.512014,121783.444899
2028,121706.040133,122673.215888
2029,122970.744291,123859.577207
2030,123761.18439,124601.053031
2031,125025.888548,125787.41435
