year,Base case diesel consumed,Modeled non-residential ashp
2017,17601.0982878,14544.7628263
2018,17601.0982878,14544.7628263
2019,17601.0982878,14544.7628263
2020,17601.0982878,14544.7628263
2021,17601.0982878,14544.7628263
2022,19571.12899,16514.7935285
2023,19571.12899,16514.7935285
2024,19571.12899,16514.7935285
2025,19571.12899,16514.7935285
2026,19571.12899,16514.7935285
2027,19571.12899,16514.7935285
2028,19571.12899,16514.7935285
2029,21541.1596922,18484.8242307
2030,21541.1596922,18484.8242307
2031,21541.1596922,18484.8242307
