year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1319254
2004,,0,0,0,0,0,1389866
2005,,0,0,0,0,0,1353753
2006,,0,0,0,0,0,1379315
2007,,0,0,0,0,0,1350310
2008,,0,0,0,0,0,1247440
2009,,0,0,0,0,0,1226160
2010,,0,0,0,0,0,1214805
2011,,0,0,0,0,0,1179765
2012,,0,0,0,0,0,1195831
2013,,0,0,0,0,0,1142603
2014,start of forecast,0,0,0,0,0,1162000
2015,,0,0,0,0,0,1162000
2016,,0,0,0,0,0,1162000
2017,,0,0,0,0,0,1162000
2018,,0,0,0,0,0,1162000
2019,,0,0,0,0,0,1163000
2020,,0,0,0,0,0,1163000
2021,,0,0,0,0,0,1163000
2022,,0,0,0,0,0,1163000
2023,,0,0,0,0,0,1163000
2024,,0,0,0,0,0,1163000
2025,,0,0,0,0,0,1163000
2026,,0,0,0,0,0,1163000
2027,,0,0,0,0,0,1163000
2028,,0,0,0,0,0,1163000
2029,,0,0,0,0,0,1163000
2030,,0,0,0,0,0,1163000
2031,,0,0,0,0,0,1163000
2032,,0,0,0,0,0,1163000
2033,,0,0,0,0,0,1163000
2034,,0,0,0,0,0,1163000
2035,,0,0,0,0,0,1163000
2036,,0,0,0,0,0,1162000
2037,,0,0,0,0,0,1162000
2038,,0,0,0,0,0,1162000
2039,,0,0,0,0,0,1161000
2040,,0,0,0,0,0,1161000
