year,Base case cost,Modeled biomass for heat (cordwood)
2017,506405.498971,532947.356808
2018,539070.858971,560576.376766
2019,583407.419764,598477.222317
2020,608587.659064,620093.694647
2021,623858.759064,632536.46318
2022,634431.059064,640872.920895
2023,641479.259064,646134.834349
2024,642905.549764,645939.07672
2025,649905.329764,651195.741385
2026,659238.369764,658521.702465
2027,670846.759064,668428.1477
2028,676720.259064,672761.965085
2029,684943.159064,679179.788344
2030,690816.659064,683551.949466
2031,699039.559064,690007.217783
2032,708437.159064,697512.856353
2033,712903.349764,700104.729097
2034,722236.389764,707580.681096
2035,728063.298971,711994.518408
2036,737396.258971,719503.648293
