year,Base case cost,Modeled residential energy efficiency
2017,691205.389425,671253.688716
2018,718649.68834,694701.045991
2019,755895.522583,726932.425582
2020,783301.173482,751433.797669
2021,796207.396496,761981.19956
2022,805142.473968,768998.073258
2023,811099.192282,773372.378034
2024,805883.35275,766700.824982
2025,811764.273947,771043.655083
2026,819605.502208,777159.625406
2027,835918.851925,791977.153197
2028,840882.783854,795569.933737
2029,847832.288554,800959.651518
2030,852796.220483,804591.798294
2031,859745.725183,810019.959666
2032,867688.016269,816355.180104
2033,864692.564712,811770.771867
2034,872533.792974,818040.732868
2035,877434.560638,821700.336148
2036,885275.788899,828004.441912
