year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,41301.96,237773.49,331566.33,76564.72,372376.94,359639.06
2018,43967.88,253074.07,346253.67,79286.28,385585.73,372396.02
2019,47585.49,273839.15,366186.49,82978.08,403511.95,389709.03
2020,49300.18,283675.23,381412.14,84730.04,412003.31,401889.03
2021,50538.81,290779.07,388336.26,85995.99,418135.96,407871.13
2022,51395.37,295697.12,393129.89,86869.49,422381.65,412012.59
2023,51965.01,298975.81,396325.63,87447.6,425212.1,414773.56
2024,52438.72,301708.06,392938.43,87926.39,427570.81,412944.92
2025,53009.09,304986.76,396085.72,88506.75,430401.27,415678.55
2026,53771.19,309358.35,400282.11,89285.37,434175.21,419323.4
2027,54343.17,312637.05,409641.25,89870.5,437005.66,426277.6
2028,54820.5,315369.29,412304.37,90360.11,439364.38,428578.41
2029,55486.88,319194.44,416032.75,91040.0,442666.57,431799.54
2030,55962.05,321926.68,418695.87,91523.21,445025.29,434100.35
2031,56627.12,325751.83,422424.24,92199.24,448327.48,437321.48
2032,57387.85,330123.42,426685.24,92973.79,452101.42,441002.78
2033,58148.67,334495.02,424411.31,93748.62,455875.36,440281.26
2034,58909.77,338866.61,428607.69,94524.26,459649.31,443926.1
2035,59383.77,341598.86,431230.43,95004.18,462008.02,446204.13
2036,60142.25,345970.45,435426.81,95772.34,465781.96,449848.97
2037,60615.17,348702.7,438049.55,96249.28,468140.67,452127.0
2038,61373.14,353074.3,442245.94,97016.13,471914.61,455771.85
2039,61940.67,356352.99,445393.22,97588.66,474745.07,458505.48
2040,62792.56,361271.04,450114.16,98449.23,478990.75,462605.93
