year,Base case diesel consumed,Modeled diesel efficiency
2019,88311.5579246,80283.2344769
2020,88311.5579246,80283.2344769
2021,88311.5579246,80283.2344769
2022,88311.5579246,80283.2344769
2023,88311.5579246,80283.2344769
2024,88311.5579246,80283.2344769
2025,88311.5579246,80283.2344769
2026,88311.5579246,80283.2344769
2027,88311.5579246,80283.2344769
2028,88311.5579246,80283.2344769
2029,88311.5579246,80283.2344769
2030,88311.5579246,80283.2344769
2031,88311.5579246,80283.2344769
2032,88311.5579246,80283.2344769
2033,88311.5579246,80283.2344769
2034,88311.5579246,80283.2344769
2035,88311.5579246,80283.2344769
2036,88235.623653,80214.2033209
2037,88235.623653,80214.2033209
2038,88235.623653,80214.2033209
