year,Base case cost,Modeled water and wastewater efficiency
2017,117866.679873,96580.1516994
2018,123254.163555,100065.649221
2019,130563.57378,104904.184529
2020,134030.216283,107057.540371
2021,136534.798743,108543.405772
2022,138264.85963,109492.884422
2023,139412.608904,110040.471607
2024,140365.112847,110457.224241
2025,141515.841268,111018.844551
2026,143056.561065,111859.513259
2027,144213.664603,112437.076036
2028,145180.613959,112886.949996
2029,146526.88046,113607.740997
2030,147485.262921,114061.950131
2031,148826.35851,114789.291614
