year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,116662.0,102422.333885
2018,116662.0,102422.333885
2019,116663.0,102423.333885
2020,117470.0,103230.333885
2021,117470.0,103230.333885
2022,117470.0,103230.333885
2023,117470.0,103230.333885
2024,116663.0,102423.333885
2025,116663.0,102423.333885
2026,116663.0,102423.333885
2027,117470.0,103230.333885
2028,117470.0,103230.333885
2029,117470.0,103230.333885
2030,117470.0,103230.333885
2031,117470.0,103230.333885
2032,117470.0,103230.333885
2033,116663.0,102423.333885
2034,116663.0,102423.333885
2035,116662.0,102422.333885
2036,116662.0,102422.333885
