year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,54644.9312209,40437.2491035
2018,54644.9312209,40437.2491035
2019,54644.9312209,40437.2491035
2020,54644.9312209,40437.2491035
2021,54644.9312209,40437.2491035
2022,54644.9312209,40437.2491035
2023,54644.9312209,40437.2491035
2024,54644.9312209,40437.2491035
2025,54644.9312209,40437.2491035
2026,54644.9312209,40437.2491035
2027,54644.9312209,40437.2491035
2028,54644.9312209,40437.2491035
2029,54644.9312209,40437.2491035
2030,54644.9312209,40437.2491035
2031,54644.9312209,40437.2491035
