year,Base case cost,Modeled non-residential energy efficiency
2017,610150.432413,572865.719892
2018,638659.803306,596545.493808
2019,677351.092375,629213.358003
2020,695678.545092,644002.383016
2021,708915.038721,654344.901843
2022,718078.765079,661135.722291
2023,724187.915985,665269.669291
2024,729278.875073,668537.123276
2025,735388.025979,672728.481031
2026,743533.56052,678738.616512
2027,749642.711425,682984.725421
2028,754733.670513,686361.712533
2029,761861.013236,691555.574984
2030,766951.972324,694983.553088
2031,774079.315048,700227.211431
