year,Base case cost,Modeled wind power
2019,304674.87484,468260.575806
2020,320570.955266,475776.962112
2021,332051.457797,480008.148521
2022,339999.49801,481630.655642
2023,345298.191485,481321.064679
2024,349713.769381,480435.122555
2025,355012.462857,480328.634056
2026,362077.387491,481678.353814
2027,367376.080966,481765.558894
2028,371791.658863,481267.112955
2029,377973.467917,482218.145179
2030,382389.045814,481900.090464
2031,388570.854868,483027.286001
2032,395635.779502,484918.585338
2033,402700.704136,486892.889835
2034,409765.62877,488948.254051
2035,414181.206666,489045.458525
2036,420883.924825,490895.080689
2037,425295.706007,491141.285768
2038,432354.555899,493496.255789
