year,Base case cost,Modeled diesel efficiency
2019,304674.87484,472011.513493
2020,320570.955266,481891.378009
2021,332051.457797,487864.216379
2022,339999.49801,490730.349956
2023,345298.191485,491290.158934
2024,349713.769381,491146.913323
2025,355012.462857,491903.939316
2026,362077.387491,494361.785509
2027,367376.080966,495306.892277
2028,371791.658863,495539.914088
2029,377973.467917,497467.221027
2030,382389.045814,497875.406732
2031,388570.854868,499973.772169
2032,395635.779502,502957.504189
2033,402700.704136,506021.836068
2034,409765.62877,509164.878738
2035,414181.206666,509976.290359
2036,420883.924825,512941.984853
2037,425295.706007,513898.314515
2038,432354.555899,517332.657308
