year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,724007.48,10917.15,652673.54,666299.29
2018,723724.06,10909.08,652673.54,663289.19
2019,723511.5,10903.41,652673.54,660279.08
2020,723298.93,10896.44,652673.54,657268.98
2021,723015.52,10888.5,652673.54,652753.83
2022,722802.95,10880.87,652673.54,649743.72
2023,722519.53,10872.58,652673.54,645228.57
2024,722236.12,10865.1,652673.54,642218.47
2025,722023.55,10857.78,652673.54,639208.37
2026,721810.99,10850.93,652673.54,634693.21
2027,721527.57,10843.71,652673.54,631683.11
2028,721315.01,10836.37,652673.54,628673.01
2029,721244.15,10835.7,652673.54,628673.01
2030,721173.3,10833.72,652673.54,627167.95
2031,721102.45,10829.96,652673.54,625662.9
2032,720819.03,,,621147.75
2033,720535.61,,,616632.59
2034,720181.34,,,613622.49
2035,719968.78,,,609107.34
2036,719756.21,,,607602.29
