year,Base case cost,Modeled biomass for heat (cordwood)
2017,2303687.04651,2637922.59539
2018,2480853.75651,2769168.47909
2019,2736761.22651,2958745.86664
2020,2854872.36651,3046243.12244
2021,2940174.85651,3109435.58496
2022,3005792.15651,3158045.17151
2023,3051724.26651,3192071.8821
2024,3084532.91651,3216376.67537
2025,3130465.02651,3250403.38596
2026,3182958.86651,3289291.0552
2027,3228890.97651,3323317.76579
2028,3261699.62651,3347622.55907
2029,3314193.46651,3386510.22831
2030,3347002.11651,3410815.02159
2031,3399495.95651,3449702.69083
2032,,
2033,,
2034,,
2035,,
2036,,
