year,Base case cost,Modeled non-residential energy efficiency
2017,1450112.46097,2162067.37069
2018,1688755.11937,2384480.62065
2019,2033461.18149,2705744.20393
2020,2192556.28708,2854019.7039
2021,2307458.30779,2961107.565
2022,2395844.47756,3043482.84276
2023,2457714.79641,3101145.53719
2024,2501907.88129,3142333.17608
2025,2563778.20014,3199995.87051
2026,2634487.13596,3265896.09272
2027,2696357.4548,3323558.78716
2028,2740550.53969,3364746.42604
2029,2811259.47551,3430646.64825
2030,2855452.56039,3471834.28713
2031,2926161.49621,3537734.50934
