year,Base case cost,Modeled residential energy efficiency
2017,2253708.20129,2034876.91574
2018,2486899.61377,2226289.37228
2019,2825904.78963,2504947.16733
2020,2973756.85951,2624946.59991
2021,3068316.62047,2699390.56727
2022,3142311.08119,2757911.3406
2023,3181438.1698,2786206.84804
2024,3209982.00342,2807013.83796
2025,3255569.48208,2841769.73546
2026,3301264.852,2875086.15547
2027,3345569.7026,2908559.4249
2028,3372159.99501,2927412.87361
2029,3440808.16094,2983682.08963
2030,3475200.66968,3010337.75468
2031,3535020.51682,3057778.65191
2032,3585350.35959,3094182.17603
2033,3626191.4756,3122644.34213
2034,3683632.88882,3166159.4367
2035,3706029.33528,3179271.67073
2036,3771470.29223,3230786.30903
