year,Base case cost,Modeled water and wastewater efficiency
2017,59529.9829796,45830.4483686
2018,63885.2587322,48871.3552412
2019,69909.0710667,53077.2762532
2020,72855.2806049,55134.3581185
2021,74773.3773235,56473.5812699
2022,76174.0167255,57451.4836515
2023,77184.6909462,58157.0793616
2024,78070.4097425,58775.4465133
2025,79087.3768258,59485.4699488
2026,80237.3658254,60288.3963721
2027,81256.5866214,61000.0056952
2028,82145.5582903,61620.663111
2029,83314.8714687,62437.1751755
2030,83965.6301141,62891.5937629
2031,85250.2848792,63788.5767613
