year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,27718.9,162458.8,76134.46,31811.09,103823.17,70311.26
2018,29974.4,175687.55,81526.45,33910.86,110682.46,74956.53
2019,33093.78,193974.34,88980.1,36815.29,120164.43,81377.92
2020,34619.53,202923.19,92627.62,38235.75,124804.54,84520.3
2021,35613.03,208759.4,95006.45,39160.35,127830.7,86569.68
2022,36338.8,213039.29,90033.4,39835.22,130049.89,84685.15
2023,36862.9,216151.93,91214.02,40321.79,131663.84,85736.12
2024,37322.12,218875.5,92247.06,40748.29,133076.05,86655.71
2025,37849.14,221988.14,93427.68,41238.24,134690.0,87706.67
2026,38444.79,225489.87,94755.87,41792.58,136505.7,88889.01
2027,38972.85,228602.51,95936.49,42283.73,138119.65,89939.97
2028,39433.57,231326.08,96969.53,42711.99,139531.86,90859.57
2029,40038.29,234827.81,98297.73,43276.58,141347.55,92041.9
2030,40374.8,236773.21,99035.61,43590.83,142356.27,92698.75
2031,41039.88,240664.02,100511.39,44210.41,144373.71,94012.46
2032,,,101987.16,,,95326.16
2033,,,103462.93,,,96639.87
2034,,,104938.7,,,97953.57
2035,,,97928.48,,,94792.12
2036,,,99430.71,,,96179.4
