year,Base case cost,Modeled diesel efficiency
2019,153688.610966,316621.975423
2020,163216.476336,325283.671214
2021,169430.301577,330932.603251
2022,173987.106754,335075.153412
2023,177301.146882,338087.917165
2024,180200.931995,340724.085449
2025,183514.972124,343736.849203
2026,187243.267268,347126.208425
2027,190154.437825,349772.727113
2028,193048.092314,352403.322103
2029,197185.387654,356164.499685
2030,199256.662735,358047.477031
2031,203399.212895,361813.431722
2032,207541.763056,365579.386414
2033,211236.777671,368938.490609
2034,215370.569798,372696.483452
2035,217850.845074,374951.279157
2036,222398.016413,379085.071284
2037,224878.291689,381339.866989
2038,229425.463028,385473.659116
