year,Base case cost,Modeled solar power (pv)
2016,101078.223924,105039.580771
2017,120133.954663,123780.22216
2018,134218.62521,137640.409365
2019,153688.610966,156797.82068
2020,163216.476336,166186.432528
2021,169430.301577,172319.013931
2022,173987.106754,176823.640088
2023,177301.146882,180107.045501
2024,180200.931995,182983.664048
2025,183514.972124,186268.371892
2026,187243.267268,189961.323016
2027,190154.437825,192844.536825
2028,193048.092314,195717.452913
2029,197185.387654,199821.50731
2030,199256.662735,201886.140929
2031,203399.212895,205990.28974
2032,207541.763056,210095.258909
2033,211236.777671,213753.502221
2034,215370.569798,217851.322185
2035,217850.845074,220321.260099
