year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,7184.09,439934.0,439934.0
2004,,7184.09,402671.0,402671.0
2005,,7184.09,407745.0,407745.0
2006,,7184.09,388224.0,388224.0
2007,,7184.09,412415.0,412415.0
2008,,7184.09,366328.0,366328.0
2009,,7184.09,0.0,0.0
2010,,7184.09,482078.0,482078.0
2011,,7184.09,506659.0,506659.0
2012,,7184.09,497601.0,497601.0
2013,,7184.09,466860.0,466860.0
2014,start of forecast,7184.09,473000.0,473000.0
2015,,7184.09,473000.0,473000.0
2016,,7184.09,473000.0,473000.0
2017,,7184.09,473000.0,473000.0
2018,,7184.09,473000.0,473000.0
2019,,7184.09,473000.0,473000.0
2020,,7184.09,473000.0,473000.0
2021,,7184.09,473000.0,473000.0
2022,,7184.09,473000.0,473000.0
2023,,7184.09,473000.0,473000.0
2024,,7184.09,473000.0,473000.0
2025,,7184.09,473000.0,473000.0
2026,,7184.09,473000.0,473000.0
2027,,7184.09,472000.0,472000.0
2028,,7184.09,472000.0,472000.0
2029,,7184.09,473000.0,473000.0
2030,,7184.09,473000.0,473000.0
2031,,7184.09,473000.0,473000.0
2032,,7184.09,473000.0,473000.0
2033,,7184.09,472000.0,472000.0
2034,,7184.09,472000.0,472000.0
2035,,7184.09,472000.0,472000.0
2036,,7184.09,472000.0,472000.0
2037,,7184.09,472000.0,472000.0
2038,,7184.09,472000.0,472000.0
2039,,7184.09,472000.0,472000.0
2040,,7184.09,472000.0,472000.0
