year,Base case cost,Modeled transmission and interties
2021,936010.035051,
2022,960582.0674,
2023,977693.864913,
2024,992218.38037,
2025,1009272.28566,
2026,1031402.12387,
2027,1048391.70447,
2028,1062504.5419,
2029,1081977.05561,
2030,1091240.52597,
2031,1113194.54336,
2032,1135109.96593,
2033,1156986.79368,
2034,1178492.68238,
2035,1192689.14191,
2036,1214450.18521,
2037,1228588.75252,
2038,1249925.25286,
2039,1266524.59699,
2040,1293177.17577,
