year,Base case cost,Modeled water and wastewater efficiency
2017,27952.2244713,30700.3412026
2018,35742.7506768,35892.4395883
2019,46653.0566409,43290.8693765
2020,51860.392885,46675.9676003
2021,55513.6066017,48972.2124005
2022,58129.2334622,50543.5929649
2023,59966.734391,51572.8326331
2024,61545.118846,52425.6538566
2025,63384.6713263,53468.6762036
2026,65746.0759629,54885.5260163
2027,67589.1302024,55942.7618716
2028,69173.4139972,56823.2428312
2029,71277.103499,58075.4727749
2030,72340.120475,58599.4709216
2031,74707.7437482,60048.4458928
