year,Base case cost,Modeled diesel efficiency
2019,850239.49072,1100863.51098
2020,900860.879179,1139197.36474
2021,936010.035051,1163645.68352
2022,960582.0674,1178654.34467
2023,977693.864913,1187052.7605
2024,992218.38037,1193266.86179
2025,1009272.28566,1201944.23662
2026,1031402.12387,1215396.0844
2027,1048391.70447,1224331.20947
2028,1062504.5419,1230803.69036
2029,1081977.05561,1242297.60516
2030,1091240.52597,1244656.08016
2031,1113194.54336,1258693.51436
2032,1135109.96593,1272834.6303
2033,1156986.79368,1287076.17552
2034,1178492.68238,1301112.84283
2035,1192689.14191,1308633.81218
2036,1214450.18521,1323157.88454
2037,1228588.75252,1330875.68392
2038,1249925.25286,1345257.42075
