year,annotation,Maximum expected generation solar [kWh/year],Generation total [kWh/year],generation diesel [kWh/year]
2003,,47044.02,3126004.0,3126004.0
2004,,47044.02,3270290.0,3270290.0
2005,,47044.02,3243049.0,3243049.0
2006,,47044.02,3394551.0,3394551.0
2007,,47044.02,3598000.0,3598000.0
2008,,47044.02,3596000.0,3596000.0
2009,,47044.02,2984014.0,2984014.0
2010,,47044.02,3498178.0,3498178.0
2011,,47044.02,3430080.0,3430080.0
2012,,47044.02,3618260.0,3618260.0
2013,,47044.02,3807586.0,3807586.0
2014,,47044.02,3593257.0,3593257.0
2015,,47044.02,3577981.0,3577981.0
2016,start of forecast,47044.02,3605000.0,3605000.0
2017,,47044.02,3602000.0,3602000.0
2018,,47044.02,3598000.0,3598000.0
2019,,47044.02,3594000.0,3594000.0
2020,,47044.02,3591000.0,3591000.0
2021,,47044.02,3588000.0,3588000.0
2022,,47044.02,3584000.0,3584000.0
2023,,47044.02,3581000.0,3581000.0
2024,,47044.02,3578000.0,3578000.0
2025,,47044.02,3575000.0,3575000.0
2026,,47044.02,3572000.0,3572000.0
2027,,47044.02,3569000.0,3569000.0
2028,,47044.02,3565000.0,3565000.0
2029,,47044.02,3562000.0,3562000.0
2030,,47044.02,3559000.0,3559000.0
2031,,47044.02,3556000.0,3556000.0
2032,,47044.02,3553000.0,3553000.0
2033,,47044.02,3550000.0,3550000.0
2034,,47044.02,3546000.0,3546000.0
2035,,47044.02,3543000.0,3543000.0
2036,,47044.02,3540000.0,3540000.0
2037,,47044.02,3537000.0,3537000.0
2038,,47044.02,3533000.0,3533000.0
2039,,47044.02,3530000.0,3530000.0
2040,,47044.02,3527000.0,3527000.0
