year,Base case cost,Modeled diesel efficiency
2019,627654.060439,853597.555838
2020,664483.548795,887078.908888
2021,689010.353638,909376.0042
2022,706058.34693,924874.17992
2023,719102.749857,936732.728036
2024,729567.694506,946246.31408
2025,740564.089204,956243.036533
2026,754592.830047,968996.437299
2027,767483.189482,980714.945877
2028,778070.598707,990339.863354
2029,789651.588458,1000868.03585
2030,796306.267325,1006917.74392
2031,809036.421528,1018490.61137
2032,822961.953232,1031150.18565
2033,838762.964454,1045514.74131
2034,854835.092222,1060125.76655
2035,862783.736425,1067351.80673
2036,877696.686914,1080909.03445
2037,885545.202846,1088044.04893
2038,900661.490745,1101786.12884
