year,Base case diesel consumed,Modeled wind power
2019,199255.257282,166416.279343
2020,198947.170298,166108.192359
2021,198562.061567,165723.083628
2022,198330.996329,165492.01839
2023,198099.93109,165260.953151
2024,197714.822359,164875.844421
2025,197483.757121,164644.779182
2026,197021.626644,164182.648705
2027,196790.561406,163951.583467
2028,196482.474421,163643.496482
2029,195943.322198,163104.344259
2030,195173.104737,162334.126798
2031,194479.909021,161640.931082
2032,194094.800291,161255.822352
2033,193709.69156,160870.713621
2034,193401.604575,160562.626636
2035,193016.495844,160177.517906
2036,192477.343621,159638.365683
2037,192092.234891,159253.256952
2038,191630.104414,158791.126475
