year,Base case cost,Modeled transmission and interties
2021,400661.494165,
2022,413759.586723,
2023,423116.214517,
2024,431251.63889,
2025,440727.643582,
2026,452853.667114,
2027,462464.619603,
2028,470833.607472,
2029,482419.098342,
2030,489593.57576,
2031,501054.499431,
2032,513639.493769,
2033,526014.651697,
2034,538460.99088,
2035,547259.290698,
2036,560149.029788,
2037,569066.706504,
2038,581788.873054,
2039,592183.56083,
2040,606410.914354,
