year,Base case cost,Modeled water and wastewater efficiency
2017,54466.8220155,82550.1307657
2018,58553.7794101,85342.7897509
2019,63869.7322354,89237.583797
2020,67013.2144528,91232.9480901
2021,69597.9732057,92752.9778947
2022,71865.3001536,94010.1681461
2023,73793.703217,94985.3232885
2024,75644.5392964,95908.4904433
2025,77660.5629968,96993.4470308
2026,79987.946789,98368.5692005
2027,82064.1926303,99537.8236464
2028,84018.2110035,100614.519557
2029,86444.2768512,102120.789175
2030,88433.4378111,103256.743417
2031,90820.7312742,104757.876188
