year,Base case diesel consumed,Modeled diesel efficiency
2019,125753.552096,114321.410996
2020,126272.582087,114793.256442
2021,126791.612078,115265.101889
2022,127310.642069,115736.947335
2023,127829.67206,116208.792781
2024,128348.702051,116680.638228
2025,128867.732042,117152.483674
2026,129386.762032,117624.32912
2027,129905.792023,118096.174567
2028,130424.822014,118568.020013
2029,131092.146288,119174.678444
2030,131611.176279,119646.52389
2031,132204.353412,120185.775829
2032,132723.383403,120657.621275
2033,133168.266252,121062.060229
2034,133613.149102,121466.499183
2035,134132.179093,121938.34463
2036,134651.209084,122410.190076
2037,135170.239075,122882.035522
2038,135615.121924,123286.474476
