year,Base case cost,Modeled non-residential energy efficiency
2017,796875.43526,849498.492543
2018,843339.351395,889200.706511
2019,905291.239576,943132.16384
2020,934546.297883,967225.96798
2021,955196.927277,983513.304739
2022,970684.899322,995140.238862
2023,981010.214019,1002105.34332
2024,989614.642933,1007554.75054
2025,999939.957629,1014634.62566
2026,1013707.04389,1024917.40265
2027,1024032.35859,1032106.73158
2028,1032636.7875,1037775.10805
2029,1044682.98798,1046642.5833
2030,1051566.53111,1050839.13358
2031,1063612.73159,1059806.15651
