year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1814317
2004,,0,0,0,0,0,1696676
2005,,0,0,0,0,0,1650868
2006,,0,0,0,0,0,1605091
2007,,0,0,0,0,0,1617448
2008,,0,0,0,0,0,1644453
2009,,0,0,0,0,0,1652013
2010,,0,0,0,0,0,1648603
2011,,0,0,0,0,0,1640753
2012,,0,0,0,0,0,1642311
2013,,0,0,0,0,0,1673758
2014,start of forecast,0,0,0,0,0,1665000
2015,,0,0,0,0,0,1671000
2016,,0,0,0,0,0,1677000
2017,,0,0,0,0,0,1683000
2018,,0,0,0,0,0,1690000
2019,,0,0,0,0,0,1696000
2020,,0,0,0,0,0,1703000
2021,,0,0,0,0,0,1710000
2022,,0,0,0,0,0,1717000
2023,,0,0,0,0,0,1724000
2024,,0,0,0,0,0,1731000
2025,,0,0,0,0,0,1738000
2026,,0,0,0,0,0,1745000
2027,,0,0,0,0,0,1752000
2028,,0,0,0,0,0,1759000
2029,,0,0,0,0,0,1768000
2030,,0,0,0,0,0,1775000
2031,,0,0,0,0,0,1783000
2032,,0,0,0,0,0,1790000
2033,,0,0,0,0,0,1796000
2034,,0,0,0,0,0,1802000
2035,,0,0,0,0,0,1809000
2036,,0,0,0,0,0,1816000
2037,,0,0,0,0,0,1823000
2038,,0,0,0,0,0,1829000
2039,,0,0,0,0,0,1836000
2040,,0,0,0,0,0,1842000
