year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,124789.64,9073.57,108620.15,174344.68
2018,125308.67,9203.6,108620.15,178072.34
2019,125753.55,9338.88,108620.15,180557.46
2020,126272.58,9476.48,108620.15,184285.12
2021,126791.61,9613.74,108620.15,186770.24
2022,127310.64,9752.83,108620.15,190497.9
2023,127829.67,9893.26,108620.15,192983.01
2024,128348.7,10037.12,108620.15,196710.68
2025,128867.73,10182.31,108620.15,200438.35
2026,129386.76,10329.31,108620.15,202923.46
2027,129905.79,10475.09,108620.15,206651.13
2028,130424.82,10619.93,108620.15,210378.8
2029,131092.15,10783.73,108620.15,214106.46
2030,131611.18,10943.3,108620.15,216591.57
2031,132204.35,11096.23,108620.15,220319.24
2032,132723.38,11232.24,108620.15,224046.91
2033,133168.27,11362.19,108620.15,226532.02
2034,133613.15,11490.97,108620.15,229017.13
2035,134132.18,11622.66,108620.15,232744.8
2036,134651.21,11759.87,108620.15,235229.91
2037,135170.24,11901.86,108620.15,238957.58
2038,135615.12,12039.78,108620.15,242685.25
2039,136134.15,12167.84,108620.15,245170.36
2040,136579.03,12287.49,108620.15,247655.47
