year,Base case cost,Modeled residential energy efficiency
2017,1167574.33584,1129245.80815
2018,1259197.58803,1200122.93727
2019,1367351.65586,1282592.00134
2020,1438628.64166,1339011.421
2021,1488846.25112,1377311.24935
2022,1541699.80182,1420057.51878
2023,1577441.73389,1447499.83522
2024,1620813.57686,1483250.57746
2025,1667492.37522,1521857.70418
2026,1710286.95212,1555564.20749
2027,1758180.70631,1595603.67434
2028,1803746.21954,1633982.97781
2029,1855790.64846,1677817.24175
2030,1888867.27621,1704473.30615
2031,1942059.16342,1749652.73829
2032,1999081.112,1798194.43362
2033,2045959.29046,1836685.51638
2034,2093377.44928,1875807.55367
2035,2142840.94582,1918753.34504
2036,2191372.81417,1959164.69349
