year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,108620.1538,83072.9738116
2018,108620.1538,83072.9738116
2019,108620.1538,83072.9738116
2020,108620.1538,83072.9738116
2021,108620.1538,83072.9738116
2022,108620.1538,83072.9738116
2023,108620.1538,83072.9738116
2024,108620.1538,83072.9738116
2025,108620.1538,83072.9738116
2026,108620.1538,83072.9738116
2027,108620.1538,83072.9738116
2028,108620.1538,83072.9738116
2029,108620.1538,83072.9738116
2030,108620.1538,83072.9738116
2031,108620.1538,83072.9738116
