year,Base case diesel consumed,Modeled residential ashp
2017,8482.09097596,-48480.5907407
2018,8667.11511996,-48295.5665967
2019,8852.13926396,-48110.5424527
2020,9037.16340796,-47925.5183087
2021,9222.18755196,-47740.4941647
2022,9407.21169596,-47555.4700207
2023,9592.23583995,-47370.4458767
2024,9777.25998395,-47185.4217327
2025,9962.28412795,-47000.3975887
2026,10147.308272,-46815.3734447
2027,10332.332416,-46630.3493007
2028,10332.332416,-46630.3493007
2029,10517.35656,-46445.3251567
2030,10702.380704,-46260.3010127
2031,10887.404848,-46075.2768687
