year,Base case cost,Modeled residential energy efficiency
2017,442943.416555,441891.026016
2018,476513.884674,468094.817827
2019,521385.816743,503483.918436
2020,547514.549203,524330.346489
2021,569794.573246,542278.267858
2022,589789.378794,558529.035493
2023,607344.637992,572927.230978
2024,624195.316157,586845.734161
2025,641251.764795,601013.346448
2026,660471.867235,617025.915296
2027,678970.241103,632538.596567
2028,684946.776328,635750.311428
2029,703788.100984,651685.721995
2030,720808.722627,666199.942064
2031,741143.415131,683524.293059
