year,Base case cost,Modeled solar power (pv)
2016,132444.493377,139222.366737
2017,158815.185119,164947.672984
2018,178547.558107,184173.650538
2019,206068.839301,211060.969226
2020,219088.128829,223719.33811
2021,228959.430802,233293.512096
2022,236665.704335,240742.605275
2023,242729.515362,246588.250893
2024,247887.492969,251544.165654
2025,253379.944255,256839.373096
2026,259968.682206,263213.936048
2027,266237.899421,269284.670776
2028,271565.868356,274429.487096
2029,277935.821173,280610.131583
2030,282980.471228,285490.915266
2031,289817.900196,292137.338877
2032,297402.189212,299524.768271
2033,304343.501769,306283.981669
2034,312037.970349,313790.474379
2035,316611.996265,318221.139309
