year,Base case cost,Modeled non-residential energy efficiency
2017,708706.852968,766333.843848
2018,748047.864444,800083.764949
2019,803667.915152,848994.079181
2020,828086.473999,869032.291343
2021,845722.099833,882841.446579
2022,859287.96586,892936.170061
2023,868784.072078,899315.063776
2024,876923.591694,904492.818919
2025,885063.111309,909726.130684
2026,895915.80413,917529.753844
2027,905411.910349,924128.331482
2028,913551.429965,929520.62172
2029,923047.536183,936221.468956
2030,929830.469196,940455.603448
2031,940683.162017,948512.010923
