year,Base case cost,Modeled diesel efficiency
2019,206068.839301,370238.56003
2020,219088.128829,377787.48284
2021,228959.430802,382575.070466
2022,236665.704335,385492.567373
2023,242729.515362,387012.734076
2024,247887.492969,387802.987248
2025,253379.944255,388988.685954
2026,259968.682206,391260.245896
2027,266237.899421,393328.477752
2028,271565.868356,394626.132048
2029,277935.821173,396954.152961
2030,282980.471228,398158.51343
2031,289817.900196,401071.931312
2032,297402.189212,404741.713477
2033,304343.501769,407902.558029
2034,312037.970349,411821.904989
2035,316611.996265,412976.570705
2036,324400.117475,417123.536771
2037,330110.566898,419450.455781
2038,338002.571697,423827.741382
