year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,43605.69,481872.79,290360.16,55532.26,226834.07,152583.26
2018,46191.04,510220.77,313573.45,58269.29,237827.1,162940.44
2019,49841.84,550298.95,344641.16,62127.72,253368.97,176744.66
2020,51458.92,567894.25,362768.98,63853.33,260192.23,184745.57
2021,52634.14,580601.96,378247.48,65115.65,265120.14,191547.09
2022,53544.4,590377.13,392153.78,66100.34,268910.84,197635.6
2023,54189.18,597219.75,404376.05,66806.36,271564.33,202968.58
2024,54746.01,603084.85,416115.68,67420.64,273838.75,208079.64
2025,55303.21,608949.95,428004.41,68035.55,276113.17,213247.36
2026,56038.4,616770.08,441405.16,68838.08,279145.73,219066.71
2027,56684.79,623612.69,454310.83,69546.97,281799.22,224659.41
2028,57242.34,629477.79,458474.13,70162.21,284073.64,226472.65
2029,57892.29,636320.41,471628.32,70878.62,286727.13,232159.78
2030,58363.81,641207.99,483519.0,71406.25,288622.48,237289.73
2031,59101.46,649028.13,497727.41,72213.31,291655.04,243416.01
