year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,45874.0,33919.8303973
2018,45874.0,33919.8303973
2019,45874.0,33919.8303973
2020,45874.0,33919.8303973
2021,45874.0,33919.8303973
2022,45874.0,33919.8303973
2023,45874.0,33919.8303973
2024,45874.0,33919.8303973
2025,45874.0,33919.8303973
2026,45874.0,33919.8303973
2027,45874.0,33919.8303973
2028,45874.0,33919.8303973
2029,45874.0,33919.8303973
2030,45874.0,33919.8303973
2031,45874.0,33919.8303973
2032,,
2033,,
2034,,
2035,,
2036,,
