year,Base case cost,Modeled biomass for heat (cordwood)
2017,121626.801303,153073.980298
2018,135847.741303,163589.127722
2019,155573.561303,178174.654792
2020,165207.101303,185297.819176
2021,171629.461303,190046.595431
2022,176675.601303,193777.776775
2023,180345.521303,196491.363207
2024,183097.961303,198526.553031
2025,186767.881303,201240.139463
2026,190896.541303,204292.924198
2027,194566.461303,207006.51063
2028,197318.901303,209041.700454
2029,201447.561303,212094.48519
2030,203741.261303,213790.47671
2031,208328.661303,217182.459749
2032,,
2033,,
2034,,
2035,,
2036,,
