year,Base case cost,Modeled water and wastewater efficiency
2017,53698.0743662,43538.1607347
2018,55443.858865,44673.3472902
2019,57855.2520569,46240.611296
2020,59029.6416747,47003.6816817
2021,59813.688726,47513.2034691
2022,60426.4321029,47911.1885197
2023,60871.0138743,48199.8856325
2024,61201.1335319,48414.0418715
2025,61642.9223397,48700.7536091
2026,62139.2945406,49022.8551944
2027,62581.1231202,49309.6089174
2028,62911.408807,49523.9044682
2029,63395.014219,49836.9358827
2030,63658.7177986,50007.3158576
2031,64209.3990671,50364.6575534
